"","TDATE","PNAME","PCODE","TCODE","REGION_CODE","ZSP_CODE","P_VC_UNREG_AVG","P_NC_UNREG_AVG"
"1035",2011-04-01,"ОАО ""Псковэнергосбыт""","PSKOVENE","PPSKOVEN","58","FZSZOE27",1026.22011148591,311339.020030834
"1036",2011-04-01,"ОАО ""Пятигорские электрические сети""","PYATELSE","PPYATELS","07","FZYUOE16",1183.07020403412,244454.995923788
"1037",2011-04-01,"ООО ""Региональная Энергосбытовая Компания""","REKKURSK","PREKKUR1","38","FZZNOE24",1056.55768163498,244792.493528229
"1039",2011-04-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO1","41","FZSZOE27",963.721828809713,311136.250513645
"1040",2011-04-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO2","41","FZSZOE27",963.260503043584,311263.755834346
"1041",2011-04-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO3","41","FZSZOE27",968.101815978298,311320.242169208
"1042",2011-04-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO4","41","FZSZOE27",996.611826923409,311791.269778226
"1043",2011-04-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO5","41","FZSZOE27",945.416261563332,311650.430010952
"1044",2011-04-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO6","41","FZSZOE27",975.5486038257,311479.491588964
"1045",2011-04-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO7","41","FZSZOE27",1041.55843516726,311226.326300268
"1046",2011-04-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO8","41","FZSZOE27",982.726992672707,311365.227119027
"1047",2011-04-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO9","41","FZSZOE27",964.443565409965,312621.037686638
"1048",2011-04-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL10","41","FZSZOE27",1008.74822213887,312876.591683344
"1049",2011-04-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL11","41","FZSZOE27",964.349248632051,310852.852533977
"1050",2011-04-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL12","41","FZSZOE27",1049.23165447981,311694.60083359
"1051",2011-04-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL13","41","FZSZOE27",970.991700121743,310559.592397037
"1052",2011-04-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL14","41","FZSZOE27",973.749821201554,311777.098138765
"1053",2011-04-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL15","41","FZSZOE27",977.11783517459,311139.617222776
"1054",2011-04-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL16","41","FZSZOE27",919.940399324789,311733.212192842
"1055",2011-04-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL17","41","FZSZOE27",990.269469535467,311324.984732157
"1056",2011-04-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL18","41","FZSZOE27",1023.98760569642,311664.164131112
"1057",2011-04-01,"ОАО ""Роскоммунэнерго""","ROSKOMEN","PROSKOM1","65","FZUROE07",952.981184662386,243735.902710895
"1058",2011-04-01,"ОАО ""Энергосбыт Ростовэнерго""","ROSTOVEN","PROSTOVE","60","FZYURS19",1083.91498656436,247716.360876106
"1059",2011-04-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGDKL","47","FZSZKO28",778.950054188791,262047.280878866
"1060",2011-04-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGDLE","41","FZSZOE27",978.974622812972,311265.58803707
"1061",2011-04-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGDRK","86","FZSZOE27",882.884225967808,311299.735324392
"1062",2011-04-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGDS2","95","FZSBKZ02",577.861384160484,106999.441841916
"1063",2011-04-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGDVL","17","FZZNOE24",1020.12795652296,244458.048663405
"1064",2011-04-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD01","18","FZYUVG17",1046.47350153497,242385.633527105
"1065",2011-04-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD03","89","FZVLOE13",1041.24235163911,236865.134052283
"1066",2011-04-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD07","33","FZURKR12",1021.5256041417,236823.721483179
"1067",2011-04-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD13","18","FZYUVG17",1102.48455974273,242462.928069405
"1068",2011-04-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD24","18","FZYUVG17",1086.84984607336,242101.335555013
"1069",2011-04-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD25","18","FZYUVG17",1026.90605080386,242395.742460562
"1070",2011-04-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD26","18","FZYUVG17",1112.83972032693,240537.434954093
"1071",2011-04-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD27","18","FZYUVG17",1035.70740022747,242592.94977599
"1073",2011-04-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD29","18","FZYUVG17",1084.23445150998,242400.045319738
"1075",2011-04-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD35","12","FZYUAS18",1071.98365910957,237186.191107646
"1076",2011-04-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD36","46","FZZMSK26",1017.32355076566,283904.740172755
"1077",2011-04-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD37","22","FZZNOE24",1014.90594353466,244412.109887067
"1078",2011-04-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD38","53","FZUROE07",1003.67687515389,243669.82724081
"1079",2011-04-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD39","63","FZVLBS15",947.087072725047,236998.239285971
"1081",2011-04-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD47","78","FZZNOE24",1052.61859181924,244474.7052358
"1082",2011-04-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD49","34","FZZNOE24",1016.07559918748,244322.801435119
"1083",2011-04-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD52","25","FZSBOE01",471.538688252369,221741.047166125
"1084",2011-04-01,"ООО ""Рязанская городская муниципальная энергосбытовая компания""","RYAZENGR","PRYAZEL1","61","FZZNOE24",1050.3348167014,244567.761212234
"1085",2011-04-01,"ОАО ""Рязанская энергетическая сбытовая компания""","RYAZENER","PRYAZENE","61","FZZNOE24",1049.90710941302,244131.726950199
"1086",2011-04-01,"ОАО ""Самараэнерго""","SAMARAEN","PSAMARAE","36","FZUROE07",958.099758446662,236955.528966054
"1087",2011-04-01,"ЗАО ""Самарагорэнергосбыт""","SAMGESGP","PSAMELS1","36","FZVLOE13",977.325328503299,237044.923055692
"1088",2011-04-01,"ОАО ""Саратовэнерго""","SARATENE","PSARATEN","63","FZVLBS15",917.655882265158,237125.410312857
"1089",2011-04-01,"ООО ""Саратовское предприятие городских электрических сетей""","SARGORES","PSARELS1","63","FZVLBS15",927.692697302758,237084.165206
"1090",2011-04-01,"ОАО ""Севкавказэнерго""","SEVKAVEN","PSEVKAVE","90","FZYUOE16",462.044793635635,209470.285515366
"1091",2011-04-01,"ОАО ""Северная энергетическая компания""","SEVEREKO","PSEVKOM1","71","FZURTU08",862.20822313634,213879.399982464
"1092",2011-04-01,"ОАО ""Смоленскэнергосбыт""","SMOLENER","PSMOLENE","66","FZZNOE24",1060.86675427822,244221.145828168
"1093",2011-04-01,"ОАО ""Ставропольэнергосбыт""","STAVRENE","PSTAVREN","07","FZYUOE16",1149.00183748509,244398.125085229
"1094",2011-04-01,"ГУП Ставропольского края ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOME1","07","FZYUOE16",1181.81969420722,244062.680021183
"1095",2011-04-01,"ГУП Ставропольского края ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOME2","07","FZYUOE16",1193.52858209197,244331.078888112
"1096",2011-04-01,"ГУП Ставропольского края ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOME3","07","FZYUOE16",1098.73295415737,244085.921861096
"1097",2011-04-01,"ГУП Ставропольского края ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOME4","07","FZYUOE16",1165.86630920299,244507.107470805
"1098",2011-04-01,"ГУП Ставропольского края ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOME5","07","FZYUOE16",1141.39131023668,244008.991510259
"1099",2011-04-01,"ГУП Ставропольского края ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOME6","07","FZYUOE16",1179.3468644136,244667.831930471
"1100",2011-04-01,"ГУП Ставропольского края ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOME7","07","FZYUOE16",1165.08412783753,244405.704276102
"1101",2011-04-01,"ГУП Ставропольского края ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOME8","07","FZYUOE16",1229.24270435081,244496.189779919
"1102",2011-04-01,"ГУП Ставропольского края ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOME9","07","FZYUOE16",1157.70874573214,243410.756831936
"1103",2011-04-01,"ГУП Ставропольского края ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM10","07","FZYUOE16",1139.29583166445,244672.199192916
"1104",2011-04-01,"ГУП Ставропольского края ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM11","07","FZYUOE16",1133.91883205959,247457.189063808
"1105",2011-04-01,"ГУП Ставропольского края ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM12","07","FZYUOE16",1102.00870443139,244247.644690031
"1106",2011-04-01,"ГУП Ставропольского края ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM13","07","FZYUOE16",1212.4680997926,244186.407792461
"1107",2011-04-01,"ГУП Ставропольского края ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM14","07","FZYUOE16",1221.75506106568,242933.146442615
"1108",2011-04-01,"ГУП Ставропольского края ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM15","07","FZYUOE16",1201.63028847775,240540.120447203
"1109",2011-04-01,"ГУП Ставропольского края ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM16","07","FZYUOE16",1086.0193804895,244314.721691893
"1110",2011-04-01,"ГУП Ставропольского края ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM17","07","FZYUOE16",1114.07331981435,243328.085341481
"1111",2011-04-01,"ГУП Ставропольского края ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM18","07","FZYUOE16",1193.22182162239,244899.908546025
"1112",2011-04-01,"ГУП Ставропольского края ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM19","07","FZYUOE16",1137.68976427522,244459.577969488
"1113",2011-04-01,"ГУП Ставропольского края ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM20","07","FZYUOE16",1116.6773150389,243524.252020386
"1114",2011-04-01,"ГУП Ставропольского края ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM21","07","FZYUOE16",1147.39657584898,242650.129705394
"1115",2011-04-01,"ОАО ""Свердловэнергосбыт""","SVERDLEN","PSVERDLE","65","FZUROE07",941.176289890031,251171.098956132
"1116",2011-04-01,"ОАО ""Тамбовская энергосбытовая компания""","TAMBOVEN","PTAMBOVE","68","FZZNOE24",1043.29258905729,244577.471865234
"1117",2011-04-01,"ОАО ""Татэнергосбыт""","TATENERG","PTATENER","92","FZURKR12",977.530609984669,242107.533922961
"1118",2011-04-01,"ОАО ""Тольяттинская энергосбытовая компания""","GPTOLESB","PTEKOMP1","36","FZVLOE13",989.771386603482,237241.181459362
"1119",2011-04-01,"ООО ""ТольяттиЭнергоСбыт""","TOLLENSB","PTOLESB1","36","FZUROE07",1005.53193646542,244560.134834359
"1120",2011-04-01,"ООО ""ТольяттиЭнергоСбыт""","TOLLENSB","PTOLESB2","36","FZVLOE13",968.892585664078,236971.855927356
"1121",2011-04-01,"ОАО ""Томская энергосбытовая компания""","TOMSKENE","PTOMSKEN","69","FZSBOE01",510.722563909541,131264.781818172
"1122",2011-04-01,"ОАО ""Томская энергосбытовая компания""","TOMSKENE","PTOMSKES","69","FZURTU08",849.777215208514,248295.811492217
"1123",2011-04-01,"ОАО ""Тамбовская областная сбытовая компания""","TOSKTOSK","PTOSKOM1","68","FZZNOE24",1048.4748473165,244605.914757479
"1124",2011-04-01,"МУП ""Троицкая электросеть""","TROIELST","PTROELS1","46","FZZMSK26",1050.42873872682,284553.126994234
"1125",2011-04-01,"ОАО ""Тульская сбытовая компания""","TULENERG","PTULENER","70","FZZNOE24",1061.16231635778,244303.149969051
"1127",2011-04-01,"ОАО ""Тюменская энергосбытовая компания""","TUMENENE","PTUMENEN","71","FZURTU08",874.532737648621,250902.079219085
"1128",2011-04-01,"ОАО ""Тюменьэнергосбыт""","TUMENESB","PTUMREG1","71","FZURTU08",920.468955284064,248590.283036111
"1129",2011-04-01,"ОАО ""Тюменьэнергосбыт""","TUMENESB","PTUMREG2","71","FZURTU08",907.165371616639,249229.368552139
"1130",2011-04-01,"ОАО ""Тюменьэнергосбыт""","TUMENESB","PTUMREG3","71","FZURTU08",891.703291380429,249216.848228659
"1131",2011-04-01,"ОАО ""Тюменьэнергосбыт""","TUMENESB","PTUMREG4","71","FZURTU08",887.765840745333,248843.474372357
"1132",2011-04-01,"ОАО ""Тюменьэнергосбыт""","TUMENESB","PTUMREG5","71","FZURTU08",853.827602616654,248922.371584074
"1133",2011-04-01,"ОАО ""Тываэнергосбыт""","TUVASBYT","PTUVENER","93","FZSBHT29",232.900918667141,114481.264596434
"1134",2011-04-01,"ОАО ""Тверская энергосбытовая компания""","TVERENER","PTVERENE","28","FZZNOE24",1004.70957184539,244539.074305474
"1135",2011-04-01,"ООО ""Тверская областная энергосбытовая компания""","TVEROBLE","PTVOBSK1","28","FZZNOE24",1131.03596215487,244930.346085914
"1136",2011-04-01,"ООО ""Тверская областная энергосбытовая компания""","TVEROBLE","PTVOBSK2","28","FZZNOE24",1069.57815989801,244670.129763525
"1137",2011-04-01,"ООО ""Тверская областная энергосбытовая компания""","TVEROBLE","PTVOBSK3","28","FZZNOE24",1080.08895810309,244281.256639645
"1138",2011-04-01,"ООО ""Тверская областная энергосбытовая компания""","TVEROBLE","PTVOBSK4","28","FZZNOE24",1096.25146023754,243853.437743686
"1139",2011-04-01,"ОАО ""Удмуртская энергосбытовая компания""","UDMURTEN","PUDMURTE","94","FZURKR12",967.456156986629,236933.634124754
"1140",2011-04-01,"ОАО ""Ульяновскэнерго""","ULYANENE","PULYANEN","73","FZVLOE13",965.897268845663,236982.341095452
"1141",2011-04-01,"ОАО ""Югорская территориальная энергетическая компания""","UGORTEKO","PUTEREK3","71","FZURTU08",965.537413139679,276480.246
"1142",2011-04-01,"ОАО ""Югорская территориальная энергетическая компания""","UGORTEKO","PUTEREK5","71","FZURTU08",872.221967080742,276480.246
"1143",2011-04-01,"ОАО ""Югорская территориальная энергетическая компания""","UGORTEKO","PUTEREK6","71","FZURTU08",864.836202693432,276480.246
